page,iso,country,region,role,name,meta,ean,code,tags,seller,note,links,product_v23,brand_v23,pack_v23,ean_v23,v23_rows
48,MX,Mexico,Americas,SMP,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods · 12 oz / 340 g · 0% fat,733739058324,,From abroad,,,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic https://mx.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods,12 oz / 340 g,733739058324,"{""04_POKRYCIE_PR"": 338, ""17_PROSZEK_75"": 61}"
48,MX,Mexico,Americas,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 339}"
48,MX,Mexico,Americas,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 340, ""20_DEKSTROZA_75"": 61}"
48,MX,Mexico,Americas,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 341, ""23_TARA_75"": 61}"
49,MA,Morocco,Middle East & North Africa,MILK,Lait de vache stérilisé UHT entier 3.5% M.G. 1L,Président · 1 L export carton with screw cap (multilingual label) · 3.6% fat,8410285127347,,,,,https://copralim.ma/product/entier-1l/ https://www.bringo.ma/fr_MA/stores/carrefour-hypermarket/lait-entier-5/products/lait-uht-entier-president-1l-vendor-2-15602/17539,Lait de vache stérilisé UHT entier 3.5% M.G. 1L,Président,"1 L, karton eksportowy wielojęzyczny z nakrętką",8410285127347,"{""04_POKRYCIE_PR"": 330, ""11_MLEKO_75"": 60}"
49,MA,Morocco,Middle East & North Africa,CREAM,Bridélice Crème UHT entière fluide 30% MG,Bridélice · 2 × 25 cl · 30% fat,3155250367834,,,,,https://www.bringo.ma/fr_MA/stores/carrefour-supermarket/creme-fluide/products/creme-fraiche-uht-entiere-fluid-30-mg-bridelice-2x25cl-vendor-1-710622/433938 https://www.carrefour.fr/p/creme-uht-fluide-entiere-30-mg-bridelice-3155250367834,Bridélice Crème UHT entière fluide 30% MG,Bridélice,2 × 25 cl,3155250367834,"{""04_POKRYCIE_PR"": 331, ""14_SMIETANKA_75"": 60}"
49,MA,Morocco,Middle East & North Africa,SMP,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food · 12 oz (340 g) bag · 0% fat,733739058324,,From abroad,,,https://ma.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134 https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,"{""04_POKRYCIE_PR"": 332, ""17_PROSZEK_75"": 60}"
49,MA,Morocco,Middle East & North Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 333}"
49,MA,Morocco,Middle East & North Africa,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 334, ""20_DEKSTROZA_75"": 60}"
49,MA,Morocco,Middle East & North Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 335, ""23_TARA_75"": 60}"
50,NL,Netherlands,Europe,MILK,Campina Langlekker Volle Melk 1 L,Campina Langlekker · 1 L carton · 3.6% fat,8712800147770,,,,,https://www.ah.nl/producten/product/wi469256/campina-langlekker-volle-melk https://www.campina.nl/producten/campina-langlekker-volle-melk-1l,Campina Langlekker Volle Melk 1 L,Campina Langlekker,1 L carton,8712800147770,"{""04_POKRYCIE_PR"": 48, ""11_MLEKO_75"": 13}"
50,NL,Netherlands,Europe,CREAM,AH Slagroom houdbaar 30% 200 ml,AH · 200 ml · 30% fat,8718907237888,,,,,https://www.ah.nl/producten/product/wi34471/ah-slagroom-houdbaar,AH Slagroom houdbaar 30% 200 ml,AH,200 ml,8718907237888,"{""04_POKRYCIE_PR"": 49, ""14_SMIETANKA_75"": 13}"
50,NL,Netherlands,Europe,SMP,Mattisson Biologische Magere Melkpoeder 450 g,Mattisson · 450 g · 0.5% fat,8717677967827,,,,,https://www.mattisson.nl/biologische-magere-melkpoeder https://www.baktotaal.nl/mattisson-magere-melkpoeder-biologisch-450g,Mattisson Biologische Magere Melkpoeder 450 g,Mattisson,450 g,8717677967827,"{""04_POKRYCIE_PR"": 50, ""17_PROSZEK_75"": 13}"
50,NL,Netherlands,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 51}"
50,NL,Netherlands,Europe,DEXTROSE,Dextrose 5 kg,Natural Spices · 5 kg · monohydrate,,ES1210,,,,https://www.naturalspices.nl/dextrose,Dextrose 5 kg,Natural Spices,5 kg,,"{""04_POKRYCIE_PR"": 52, ""20_DEKSTROZA_75"": 13}"
50,NL,Netherlands,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://www.baktotaal.nl/sosa-tara-gum-700g,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 53, ""23_TARA_75"": 13}"
51,NZ,New Zealand,Asia–Pacific,MILK,Anchor Blue Milk 2 L,Anchor · 2 L · 3.4% fat,94152210,,,,,https://www.njk.co.nz/mknz034.html https://thegroceryhub.co.nz/products/anchor-blue-full-cream-milk-2l/,Anchor Blue Milk 2 L,Anchor,2 L,94152210,"{""04_POKRYCIE_PR"": 78, ""11_MLEKO_75"": 18}"
51,NZ,New Zealand,Asia–Pacific,CREAM,Anchor Long Life Dessert Cream Original,Anchor · 250 ml · 35.9% fat,94150803,,,,,https://www.woolworths.co.nz/shop/product-details/811500/anchor-cream-long-life https://www.thewarehouse.co.nz/p/anchor-long-life-cream-uht-250ml-x-24-pack/M22880749.html,Anchor Long Life Dessert Cream Original,Anchor,250 ml,94150803,"{""04_POKRYCIE_PR"": 79, ""14_SMIETANKA_75"": 18}"
51,NZ,New Zealand,Asia–Pacific,SMP,Woolworths Milk Skim Powder,Woolworths · 1 kg · 0.8% fat,9300633765712,,,,,https://www.woolworths.co.nz/shop/product-details/789358/woolworths-milk-skim-powder,Woolworths Milk Skim Powder,Woolworths,1 kg,9300633765712,"{""04_POKRYCIE_PR"": 80, ""17_PROSZEK_75"": 18}"
51,NZ,New Zealand,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 81}"
51,NZ,New Zealand,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 82, ""20_DEKSTROZA_75"": 18}"
51,NZ,New Zealand,Asia–Pacific,TARA,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://thesourcery.co.nz/products/tara-gum,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 83, ""23_TARA_75"": 18}"
52,NG,Nigeria,Sub-Saharan Africa,MILK,"Peak UHT Full Cream Milk 3,6% 1 L",Peak · 1 L · 3.6% fat,8716200612883,,,,,https://www.peakmilk.com.ng/assortment/ready-to-drink/peak-uht-milk-full-cream/ https://chamuze.com/product/peak-uht-full-cream-milk-1l/,"Peak UHT Full Cream Milk 3,6% 1 L",Peak,1 L,8716200612883,"{""04_POKRYCIE_PR"": 342, ""11_MLEKO_75"": 62}"
52,NG,Nigeria,Sub-Saharan Africa,CREAM,Emborg Natural Whipping Cream UHT 35%,Emborg · 200 ml · 35.1% fat,5701215046375,,,,,https://www.supermart.ng/products/emborg-whipping-cream-200-ml https://www.emborg.com/product/whipping-cream/,Emborg Natural Whipping Cream UHT 35%,Emborg,200 ml,5701215046375,"{""04_POKRYCIE_PR"": 343, ""14_SMIETANKA_75"": 62}"
52,NG,Nigeria,Sub-Saharan Africa,SMP,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food · 12 oz (340 g) bag · 0% fat,733739058324,,From abroad,,,https://ng.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134 https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,"{""04_POKRYCIE_PR"": 344, ""17_PROSZEK_75"": 62}"
52,NG,Nigeria,Sub-Saharan Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 345}"
52,NG,Nigeria,Sub-Saharan Africa,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 346, ""20_DEKSTROZA_75"": 62}"
52,NG,Nigeria,Sub-Saharan Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 347, ""23_TARA_75"": 62}"
53,NO,Norway,Europe,MILK,"TINE Helmelk 3,5% fett 1 L",TINE · 1 L · 3.5% fat,7038010000065,,,,,https://www.tine.no/merkevarer/tinemelk/produkter/tinemelk-helmelk-3-5-fett https://meny.no/varer/meieri-egg/melk/helmelk/helmelk-7038010000065,"TINE Helmelk 3,5% fett 1 L",TINE,1 L,7038010000065,"{""04_POKRYCIE_PR"": 72, ""11_MLEKO_75"": 17}"
53,NO,Norway,Europe,CREAM,TINE Kremfløte 37% 3 dl,TINE · 300 ml · 37% fat,7038010041914,,,,,https://meny.no/varer/meieri-egg/flote/kremflote/kremflote-37-7038010041914 https://spar.no/varer/meieri-og-egg/flote/kremflote/kremflote-37-7038010041914,TINE Kremfløte 37% 3 dl,TINE,300 ml,7038010041914,"{""04_POKRYCIE_PR"": 73, ""14_SMIETANKA_75"": 17}"
53,NO,Norway,Europe,SMP,Nestlé Skimmed Milk Powder 500 g,Nestlé · 500 g · 1.1% fat,8445291393738,,,,,https://magnar-eikeland.emo.no/web/ePortal/ctrl?action=showiteminfo&itemNo=170806 https://www.nestleprofessional.nl/nestle-cacao-en-melkproducten/nestle-skimmed-milk-powder,Nestlé Skimmed Milk Powder 500 g,Nestlé,500 g,8445291393738,"{""04_POKRYCIE_PR"": 74, ""17_PROSZEK_75"": 17}"
53,NO,Norway,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 75}"
53,NO,Norway,Europe,DEXTROSE,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade · 25 kg · monohydrate,4260486775762,,From abroad,,,https://buxtrade.de/products/dextrose-traubenzucker https://www.shop-apotheke.com/ernaehrung/upm47YLPU/buxtrade-dextrose-pulver.htm,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade,25 kg,4260486775762,"{""04_POKRYCIE_PR"": 76, ""20_DEKSTROZA_75"": 17}"
53,NO,Norway,Europe,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 77, ""23_TARA_75"": 17}"
54,OM,Oman,Middle East & North Africa,MILK,Mazoon UHT Full Fat Milk 1 L,Mazoon · 1 L · 3.2% fat,6073000051499,,,,,https://www.mazoondairy.om/product/uht-full-fat-milk/ https://youshopom.com/en/products/%D9%85%D8%B2%D9%88%D9%86-%D8%AD%D9%84%D9%8A%D8%A8-%D8%B7%D9%88%D9%8A%D9%84-%D8%A7%D9%84%D8%A3%D8%AC%D9%84-%D9%83%D8%A7%D9%85%D9%84-%D8%A7%D9%84%D8%AF%D8%B3%D9%85-1-%D9%84%D8%AA%D8%B1,Mazoon UHT Full Fat Milk 1 L,Mazoon,1 L,6073000051499,"{""04_POKRYCIE_PR"": 348, ""11_MLEKO_75"": 63}"
54,OM,Oman,Middle East & North Africa,CREAM,Puck Whipping Cream UHT,Puck · 200 ml · 35.2% fat,5700426230177,,,,,https://www.puckarabia.com/en/products/whipping-cream/ https://www.sharjahcoop.ae/en/puck-whipping-cream-200ml/p/5700426230177,Puck Whipping Cream UHT,Puck,200 ml,5700426230177,"{""04_POKRYCIE_PR"": 349, ""14_SMIETANKA_75"": 63}"
54,OM,Oman,Middle East & North Africa,SMP,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food · 12 oz (340 g) bag · 0% fat,733739058324,,From abroad,,,https://om.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134 https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,"{""04_POKRYCIE_PR"": 350, ""17_PROSZEK_75"": 63}"
54,OM,Oman,Middle East & North Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 351}"
54,OM,Oman,Middle East & North Africa,DEXTROSE,Dextrose Monohydrate 1kg,Louis François · 1 kg; case 12 · monohydrate,,18224,,,,https://www.chefmiddleeast.com/products/18224/ https://louisfrancois.com/produit/dextrose/,Dextrose Monohydrate 1kg,Louis François,1 kg; case 12,,"{""04_POKRYCIE_PR"": 352, ""20_DEKSTROZA_75"": 63}"
54,OM,Oman,Middle East & North Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 353, ""23_TARA_75"": 63}"
55,PK,Pakistan,Asia–Pacific,MILK,Nestlé Milkpak Full Cream UHT Milk 1000ml,Nestlé Milkpak · 1 L UHT carton (4 × 250 ml portions) · 3.5% fat,8961008219561,,,,,https://www.foodpanda.pk/groceries/product/B55L20/nestle-milkpak-full-cream-uht-milk-1000ml https://www.nestle.pk/brands/dairy/nestle-milkpak,Nestlé Milkpak Full Cream UHT Milk 1000ml,Nestlé Milkpak,"1 L, karton UHT, 4 porcje po250ml",8961008219561,"{""04_POKRYCIE_PR"": 354, ""11_MLEKO_75"": 64}"
55,PK,Pakistan,Asia–Pacific,CREAM,Président Whipping Cream UHT 35.1%,Président · 200 ml / 20 cl carton · 35.1% fat,3155253004699,,,,,https://alfatah.pk/products/president-whipping-cream-200ml https://www.auchan.sn/cremerie-fromage/6295-president-creme-liquide-sterilisee-uht-351-mg-20cl-3155253004699.html,Président Whipping Cream UHT 35.1%,Président,200 ml / 20 cl carton,3155253004699,"{""04_POKRYCIE_PR"": 355, ""14_SMIETANKA_75"": 64}"
55,PK,Pakistan,Asia–Pacific,SMP,Real Food Organic Non-Fat Dry Milk Powder,NOW Foods · 12 oz (340 g) · 0% fat,733739058324,,From abroad,,,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic https://pk.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134,Real Food Organic Non-Fat Dry Milk Powder,NOW Foods,12 oz (340 g),733739058324,"{""04_POKRYCIE_PR"": 356, ""17_PROSZEK_75"": 64}"
55,PK,Pakistan,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 357}"
55,PK,Pakistan,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 358, ""20_DEKSTROZA_75"": 64}"
55,PK,Pakistan,Asia–Pacific,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 359, ""23_TARA_75"": 64}"
56,PA,Panama,Americas,MILK,Estrella Azul D'Oro Leche Entera 946ml,Estrella Azul · 946 ml UHT carton · 3.6% fat,0088209013366,,,,,https://www.super99.com/20046072-estrella-azul-d-oro-leche-entera-946ml,Estrella Azul D'Oro Leche Entera 946ml,Estrella Azul,946 ml karton UHT,0088209013366,"{""04_POKRYCIE_PR"": 360, ""11_MLEKO_75"": 65}"
56,PA,Panama,Americas,CREAM,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg · 200 ml · 35.1% fat,5701215046375,,,,,https://www.super99.com/20145110-emborg-crema-batir-200ml https://www.emborg.com/product/whipping-cream/,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,"{""04_POKRYCIE_PR"": 361, ""14_SMIETANKA_75"": 65}"
56,PA,Panama,Americas,SMP,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods · 12 oz / 340 g · 0% fat,733739058324,,From abroad,,,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic https://pa.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods,12 oz / 340 g,733739058324,"{""04_POKRYCIE_PR"": 362, ""17_PROSZEK_75"": 65}"
56,PA,Panama,Americas,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 363}"
56,PA,Panama,Americas,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 364, ""20_DEKSTROZA_75"": 65}"
56,PA,Panama,Americas,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 365, ""23_TARA_75"": 65}"
57,PH,Philippines,Asia–Pacific,MILK,Emborg Full Cream Milk 3.5% 1L,Emborg · 1 L UHT carton · 3.5% fat,5701215046832,,,,,https://ptccom.com.ph/products/dairy/milk/emborg-full-cream-milk/ https://www.emborg.com/product/full-cream-milk/,Emborg Full Cream Milk 3.5% 1L,Emborg,"1 L, karton UHT",5701215046832,"{""04_POKRYCIE_PR"": 216, ""11_MLEKO_75"": 41}"
57,PH,Philippines,Asia–Pacific,CREAM,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg · 200 ml · 35.1% fat,5701215046375,,,,,https://freshmart.ph/products/emborg-uht-whipping-cream-200ml https://www.emborg.com/product/whipping-cream/,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,"{""04_POKRYCIE_PR"": 217, ""14_SMIETANKA_75"": 41}"
57,PH,Philippines,Asia–Pacific,SMP,Devondale Instant Skim Milk Powder,Devondale · 1 kg · 0.9% fat,9300639999005,,,,,https://shopee.ph/Devondale-Instant-Skim-Milk-Powder-1kg-i.82265567.23335805507 https://www.nanamall.com/products/devondale-instant-skim-milk-powder-1kg,Devondale Instant Skim Milk Powder,Devondale,1 kg,9300639999005,"{""04_POKRYCIE_PR"": 218, ""17_PROSZEK_75"": 41}"
57,PH,Philippines,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 219}"
57,PH,Philippines,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 220, ""20_DEKSTROZA_75"": 41}"
57,PH,Philippines,Asia–Pacific,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 221, ""23_TARA_75"": 41}"
58,PL,Poland,Europe,MILK,"Łaciate Mleko UHT 3,5%, 200 ml",Łaciate · 200 ml carton · 3.5% fat,5900820016296,,,,,https://mlekpol.com.pl/index.php/en/produkt/laciate-uht-milk-35-2/ https://leclerc.com.pl/laciate-mleko-uht-35,"Łaciate Mleko UHT 3,5%, 200 ml",Łaciate,200 ml karton,5900820016296,"{""04_POKRYCIE_PR"": 84, ""11_MLEKO_75"": 19}"
58,PL,Poland,Europe,CREAM,Śmietanka Polska 30% UHT 1 L,Mlekovita · 1 L · 30% fat,5900512300634,,,,,https://mlekovita.com.pl/produkt/smietanka-uht-polska-30-tluszczu-1-l-491,Śmietanka Polska 30% UHT 1 L,Mlekovita,1 L,5900512300634,"{""04_POKRYCIE_PR"": 85, ""14_SMIETANKA_75"": 19}"
58,PL,Poland,Europe,SMP,Mleko w proszku odtłuszczone instant,Mlekovita · 250 g · 1.3% fat,5900512500546,,,,,https://www.divinebody.pl/pl/p/Mlekovita-Mleko-w-proszku-odtluszczone-instant-250/3244 https://torimpex.pl/produkt/mlekovita-mleko-w-proszku-odtluszczone-instant-250-g/,Mleko w proszku odtłuszczone instant,Mlekovita,250 g,5900512500546,"{""04_POKRYCIE_PR"": 86, ""17_PROSZEK_75"": 19}"
58,PL,Poland,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 87}"
58,PL,Poland,Europe,DEXTROSE,Dekstroza – glukoza spożywcza jednowodna 100g,KicCake · 100 g · monohydrate,,109326,,,,https://kiccake.pl/pl/products/dekstroza-glukoza-spozywcza-jednowodna-100g-kiccake-109326.html,Dekstroza – glukoza spożywcza jednowodna 100g,KicCake,100 g,,"{""04_POKRYCIE_PR"": 88, ""20_DEKSTROZA_75"": 19}"
58,PL,Poland,Europe,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 89, ""23_TARA_75"": 19}"
