iso2,priority,region,role,grams,pi_ing,pi_in_2541,proposal_key,product,brand,pack,ean,ean_cell,gtin_checksum,rcn_range,gs1_prefix_registry,v7_status,source_domain,source_class_heuristic,source_url
CA,★★★★★,CANADA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-068700100451,Dairyland Whipping Cream 33% M.F.,Dairyland,"473 ml, karton",068700100451,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,dairyland.ca,DIRECT_SITE_UNCLASSIFIED,"https://www.dairyland.ca/en/products/cream/33-whipping-cream
https://www.saveonfoods.com/product/dairyland-33-whipping-cream-id-00068700100451
https://www.freshstmarket.com/product/dairyland-whipping-cream-33-mf-473ml-id-00006870010045"
CA,★★★★★,CANADA,SMP,35,PI-ING-000270,YES,SMP-GTIN-00059000111322,Carnation Fat Free Instant Skim Milk Powder,Carnation,500 g,059000111322,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,carnationmilk.ca,DIRECT_SITE_UNCLASSIFIED,"https://www.carnationmilk.ca/en/products/instant-skim
https://www.carnationmilk.ca/carnationmilk/products/instant-skim/91333/image-thumb__91333__responsive_960_JPEG/Extra%20Large-00059000111322_L2_PIM.236a8482.jpg
https://www.amazon.ca/Carnation-Powdered-Skim-Milk-500g/dp/B01EYBIU9S"
CA,★★★★★,CANADA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
CA,★★★★★,CANADA,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-00700956300208,ProteinCo Dextrose Plain,ProteinCo,"2,27 kg / 5 lb",700956300208,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_ETYKIETY,proteinco.ca,DIRECT_SITE_UNCLASSIFIED,"https://proteinco.ca/products/dextrose
https://proteinco.ca/cdn/shop/files/PCo-Dextrose-Left.png?v=1731532355
https://www.amazon.ca/Dextrose-Powder-Anytime-Supplement-Lbs/dp/B00FAT57QI"
CA,★★★★★,CANADA,TARA,3,PI-ING-000492,YES,TARA-CA-PRODUCT,Louis François Tara Gum 1 kg,Louis François,1 kg,,,,,,WYMAGA_ETYKIETY,supplies.gusta.ca,DIRECT_SITE_UNCLASSIFIED,"https://supplies.gusta.ca/products/louis-francois-tara-gum
https://supplies.gusta.ca/policies/shipping-policy"
DE,★★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-4045500011145,"frischli H-Vollmilch 3,5% 1 L",frischli,1 L carton; case12 x1L,4045500011145,TEXT,OK,NO,DE,KANDYDAT_PR,frischli.de,DIRECT_SITE_UNCLASSIFIED,"https://www.frischli.de/produkte/index.htm?showproduct=67006&showrange=73333
https://www.amazon.de/frischli-H-Vollmilch-3-5-Fett-12er/dp/B0FJLQYXXX"
DE,★★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-4070700003058,Hofgut Schlagsahne 30% 200 g,Hofgut,200 g,4070700003058,TEXT,OK,NO,DE,KANDYDAT_PR,hohenloher-molkerei.de,DIRECT_SITE_UNCLASSIFIED,"https://www.hohenloher-molkerei.de/hubfs/website/produkte/Sahne/Datenblatt/35305_Hofgut_Schlagsahne_30_200g.pdf?hsLang=de
https://edeka-foodservice.de/eigenmarken/produkte/167982005/hofgut-schlagsahne-30-200g"
DE,★★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-04008230010901,Saliter Magermilchpulver 250 g,Saliter,250 g,4008230010901,TEXT,OK,NO,DE,KANDYDAT_PR,saliter.de,DIRECT_SITE_UNCLASSIFIED,"https://saliter.de/milchprodukte/milchpulver/magermilchpulver/
https://www.rewe.de/shop/p/saliter-magermilchpulver-250g/9336729
https://shop.ehrmann.de/Saliter-Magermilchpulver/16051091
https://saliter.de/wp-content/uploads/2024/10/2401-031_SAL_Produktdatenblaetter_Magermilchpulver_250g.pdf"
DE,★★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
DE,★★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-04250573301738,Dextrose monohydrat Pulver 5 kg,Golden Peanut,5 kg wiadro,4250573301738,TEXT,OK,NO,DE,KANDYDAT_PR,golden-peanut.de,DIRECT_SITE_UNCLASSIFIED,https://www.golden-peanut.de/Dextrose-monohydrat-Pulver/11135-01
DE,★★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
NO,★★★★★,EEA_NON_EU,MILK,672,PI-ING-000236,YES,MILK-NO-TINE-35-1L,"TINE Helmelk 3,5% fett 1 L",TINE,1 L,7038010000065,TEXT,OK,NO,NO,KANDYDAT_PR,tine.no,DIRECT_SITE_UNCLASSIFIED,https://www.tine.no/merkevarer/tinemelk/produkter/tinemelk-helmelk-3-5-fett; https://meny.no/varer/meieri-egg/melk/helmelk/helmelk-7038010000065
NO,★★★★★,EEA_NON_EU,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-7038010041914,TINE Kremfløte 37% 3 dl,TINE,300 ml,7038010041914,TEXT,OK,NO,NO,KANDYDAT_PR,meny.no,DIRECT_SITE_UNCLASSIFIED,"https://meny.no/varer/meieri-egg/flote/kremflote/kremflote-37-7038010041914
https://spar.no/varer/meieri-og-egg/flote/kremflote/kremflote-37-7038010041914"
NO,★★★★★,EEA_NON_EU,SMP,35,PI-ING-000270,YES,SMP-GTIN-08445291393738,Nestlé Skimmed Milk Powder 500 g,Nestlé,500 g,8445291393738,TEXT,OK,NO,ES,KANDYDAT_PR,lyreco.no,DIRECT_SITE_UNCLASSIFIED,"https://www.lyreco.no/objectstore/170806_MAT_NO.pdf
https://magnar-eikeland.emo.no/web/ePortal/ctrl?action=showiteminfo&itemNo=170806
https://www.nestleprofessional.nl/nestle-cacao-en-melkproducten/nestle-skimmed-milk-powder
https://www.carepa.se/globalassets/connect-media/dokument/33/334638_12594687_2025-02-04_livs.pdf"
NO,★★★★★,EEA_NON_EU,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
NO,★★★★★,EEA_NON_EU,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-05709286720064,Urtegaarden Druesukker 500 g,Urtegaarden,500 g,5709286720064,TEXT,OK,NO,DK,WYMAGA_ETYKIETY,med24.no,DIRECT_SITE_UNCLASSIFIED,"https://www.med24.no/matvarer/soetstoff/druesukker/urtegaarden-druesukker-500-g
https://www.helsebixen.dk/shop/urtegaarden-druesukker.html
https://www.med24.dk/mad-og-drikke/madvarer/sukker-sirup-honning-mm/druesukker/urtegaarden-druesukker-500-g
https://www.cchobby.dk/druesukker-500-g-1-ps"
NO,★★★★★,EEA_NON_EU,TARA,3,PI-ING-000492,YES,TARA-GTIN-04251510635756,Tarakernmehl / Tara gum 100 g,Buxtrade,"100 g, zamykana torebka",4251510635756,TEXT,OK,NO,DE,WYMAGA_ETYKIETY,buxtrade.de,DIRECT_SITE_UNCLASSIFIED,"https://buxtrade.de/products/tarakernmehl
https://buxtrade.de/en/products/tara-gum?variant=47940326686994
https://www.shop-apotheke.at/ernaehrung/upmA3C44Z/buxtrade-tarakernmehl.htm
https://buxtrade.de/cdn/shop/files/MSDS_b695c2a4-95c7-4650-a107-bff1e83f7775-1764632025815.pdf?v=2205973867185397650
https://buxtrade.de/pages/zahlung-und-versand
https://buxtrade.de/pages/haufig-gestellte-fragen-faq"
NZ,★★★★★,ANZ,MILK,672,PI-ING-000236,YES,MILK-GTIN-94152210,Anchor Blue Milk 2 L,Anchor,2 L,94152210,TEXT,OK,NO,EAN-8,KANDYDAT_PR,anchorfoodprofessionals.com,DIRECT_SITE_UNCLASSIFIED,"https://www.anchorfoodprofessionals.com/nz/en/our-products/milk/anchor-blue-top-milk.html
https://www.anchordairy.com/nz/en/products/fresh-milk/anchor-blue-top-milk-2l.html
https://www.njk.co.nz/mknz034.html
https://thegroceryhub.co.nz/products/anchor-blue-full-cream-milk-2l/"
NZ,★★★★★,ANZ,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-94150803,Anchor Long Life Dessert Cream Original,Anchor,250 ml,94150803,TEXT,OK,NO,EAN-8,KANDYDAT_PR,anchordairy.com,DIRECT_SITE_UNCLASSIFIED,"https://www.anchordairy.com/nz/en/products/cream-custard/anchor-longlife-dessert-cream-250ml.html
https://www.woolworths.co.nz/shop/product-details/811500/anchor-cream-long-life
https://www.thewarehouse.co.nz/p/anchor-long-life-cream-uht-250ml-x-24-pack/M22880749.html"
NZ,★★★★★,ANZ,SMP,35,PI-ING-000270,YES,SMP-GTIN-09300633765712,Woolworths Milk Skim Powder,Woolworths,1 kg,9300633765712,TEXT,OK,NO,AU,KANDYDAT_PR,woolworths.co.nz,DIRECT_SITE_UNCLASSIFIED,"https://www.woolworths.co.nz/shop/product-details/789358/woolworths-milk-skim-powder
https://assets.woolworths.com.au/images/2010/789358_1.jpg?impolicy=wowb2bgpkhx"
NZ,★★★★★,ANZ,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
NZ,★★★★★,ANZ,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-09317127061786,Lotus Glucose Powder (Dextrose) 500g,Lotus,500 g,9317127061786,TEXT,OK,NO,AU,KANDYDAT_PR,kadac.com.au,DIRECT_SITE_UNCLASSIFIED,"https://www.kadac.com.au/browser/product.php?sku=6178
https://www.ohmywellness.co.nz/shop/product/839024/lotus-glucose-powder-dextrose-500g/
https://wholesomemarket.com.au/lotus-glucose-powder-dextrose-500g/
https://ecotraders.com.au/products/lotus-glucose-powder-dextrose
https://ecotraders.com.au/cdn/shop/files/lotus-glucose-powder-dextrose--6178--rear.jpg?v=1785309893&width=1600"
NZ,★★★★★,ANZ,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,bakingwarehouse.com,DIRECT_SITE_UNCLASSIFIED,"https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro
https://bakingwarehouse.com/pages/worldwide-shipping
https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json
https://saporepuro.myshopify.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://thesourcery.co.nz/products/tara-gum
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
PL,★★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-5900820016296,"Łaciate Mleko UHT 3,5%, 200 ml",Łaciate,200 ml karton,5900820016296,TEXT,OK,NO,PL,KANDYDAT_PR,mlekpol.com.pl,DIRECT_SITE_UNCLASSIFIED,"https://mlekpol.com.pl/index.php/en/produkt/laciate-uht-milk-35-2/
https://leclerc.com.pl/laciate-mleko-uht-35
https://www.carrefour.pl/napoje/mleko-napoje-mleczne-i-roslinne/mleko-uht/laciate-mleko-uht-35-200-ml"
PL,★★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5900512300634,Śmietanka Polska 30% UHT 1 L,Mlekovita,1 L,5900512300634,TEXT,OK,NO,PL,KANDYDAT_PR,mlekovita.com.pl,DIRECT_SITE_UNCLASSIFIED,https://mlekovita.com.pl/produkt/smietanka-uht-polska-30-tluszczu-1-l-491
PL,★★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-05900512500546,Mleko w proszku odtłuszczone instant,Mlekovita,250 g,5900512500546,TEXT,OK,NO,PL,KANDYDAT_PR,divinebody.pl,DIRECT_SITE_UNCLASSIFIED,"https://www.divinebody.pl/pl/p/Mlekovita-Mleko-w-proszku-odtluszczone-instant-250/3244
https://www.polskisklep.de/pl/Mlekovita-mleko-w-proszku-250g/33196
https://torimpex.pl/produkt/mlekovita-mleko-w-proszku-odtluszczone-instant-250-g/"
PL,★★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
PL,★★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-PL-PRODUCT,Dekstroza – glukoza spożywcza jednowodna 100g,KicCake,100 g,,,,,,WYMAGA_GTIN,kiccake.pl,DIRECT_SITE_UNCLASSIFIED,https://kiccake.pl/pl/products/dekstroza-glukoza-spozywcza-jednowodna-100g-kiccake-109326.html
PL,★★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-PL-PRODUCT,Guma Tara (E417) 130002 SEMPRE,SEMPRE,500 g black PE jar,,,,,,WYMAGA_GTIN,cukieteria.pl,DIRECT_SITE_UNCLASSIFIED,https://www.cukieteria.pl/dodatki-funkcjonalne-do-lodow/13953-op-500-g-guma-tara-e417-130002-sempre-dodatek-do-zywnosci-o-wlasciwosciach-zageszczajacych-i-stabilizujacych.html
PT,★★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-5601049131998,Leite Mimosa UHT Inteiro 1L,Mimosa,1 L karton UHT,5601049131998,TEXT,OK,NO,PT,KANDYDAT_PR,auchan.pt,DIRECT_SITE_UNCLASSIFIED,"https://www.auchan.pt/pt/alimentacao/produtos-lacteos/leites/leite-uht/leite-mimosa-uht-inteiro-1l/11864.html
https://mimosa.pt/produtos/leite/uht/"
PT,★★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5603089007370,Parmalat Nata para Bater 30% 500 ml,Parmalat,500 ml,5603089007370,TEXT,OK,NO,PT,KANDYDAT_PR,parmalat.pt,DIRECT_SITE_UNCLASSIFIED,"https://parmalat.pt/produto/nata-para-bater-500-ml/
https://www.auchan.pt/pt/alimentacao/produtos-lacteos/natas-bechamel-e-chantilly/natas/nata-parmalat-para-bater-500ml/2307302.html"
PT,★★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-03043932663704,Leite Magro em Pó,Régilait,250 g,3043932663704,TEXT,OK,NO,FR,KANDYDAT_PR,auchan.pt,DIRECT_SITE_UNCLASSIFIED,https://www.auchan.pt/pt/alimentacao/produtos-lacteos/leites/leite-em-po/leite-em-po-regilait-magro-250g/3717097.html
PT,★★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
PT,★★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-05600985800333,Zumub Dextrose 1kg,Zumub,1 kg,5600985800333,TEXT,OK,NO,PT,KANDYDAT_PR,zumub.com,DIRECT_SITE_UNCLASSIFIED,https://www.zumub.com/PT/nutri-ao-desportiva/dextrose/dextrose-1kg-p-9210
PT,★★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://ferreralimentacion.com/pt-pt/producto/goma-tara/
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
US,★★★★★,UNITED_STATES,MILK,672,PI-ING-000236,YES,MILK-GTIN-0093966513004,Organic Valley Whole Milk Half Gallon,Organic Valley,"64 fl oz / 1,89 L",0093966513004,TEXT,OK,NO,US/CA,KANDYDAT_PR,priceritemarketplace.com,DIRECT_SITE_UNCLASSIFIED,"https://www.priceritemarketplace.com/sm/planning/rsid/377/product/organic-valley-whole-milk-half-gallon-id-00093966513004
https://www.frysfood.com/p/organic-valley-whole-milk-half-gallon/0009396651300"
US,★★★★★,UNITED_STATES,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-092825922230,"Brookshire’s Whipping Cream Ultra-Pasteurized, minimum36% milkfat",Brookshire’s,1 pint (473ml),092825922230,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,freshbybrookshires.com,DIRECT_SITE_UNCLASSIFIED,"https://www.freshbybrookshires.com/product/brookshires-whipping-cream-1-pint-id-00092825922230
https://delivery.brookshires.com/store/brookshires/products/18635421-brookshire-s-whipping-cream-ultra-pasteurized-30-milkfat-16-oz
https://www.instacart.com/assets/domains/product-image/file/large_446fe81a-4801-4126-9156-250638e72b98.jpeg
https://www.instacart.com/assets/domains/product-image/file/large_4993032d-f5b6-490b-a3ac-171923323bd1.jpeg
https://www.instacart.com/assets/domains/product-image/file/large_eddfdad2-9574-467a-a2ac-f65b99b930e5.jpeg"
US,★★★★★,UNITED_STATES,SMP,35,PI-ING-000270,YES,SMP-BRM-11520,Bob's Red Mill Nonfat Dry Milk Powder,Bob's Red Mill,22 oz / 624 g,039978115201,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,bobsredmill.com,DIRECT_SITE_UNCLASSIFIED,"https://www.bobsredmill.com/product/non-fat-dry-milk-powder
https://www.vitacost.com/products/bob-s-red-mill-milk-powder-nonfat-dry-22-oz-624-g-97753
https://www.swansonvitamins.com/p/bobs-red-mill-nonfat-dry-milk-powder-22-oz-pkg"
US,★★★★★,UNITED_STATES,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
US,★★★★★,UNITED_STATES,DEXTROSE,30,PI-ING-000494,YES,DEX-US-BREWMASTER-AD310,Brewmaster Corn Sugar / Dextrose Monohydrate,Brewmaster,"1 lb / 453,6 g",843200100039,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_ETYKIETY,morebeer.com,DIRECT_SITE_UNCLASSIFIED,"https://morebeer.com/products/corn-sugar
https://morebeer.com/products/corn-sugar.js"
US,★★★★★,UNITED_STATES,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Tara Gum — Home 50g,Modernist Pantry,50 g,819543011967,TEXT,OK,NO,US/CA (UPC-A),HOLD_US,modernistpantry.com,DIRECT_SITE_UNCLASSIFIED,"https://modernistpantry.com/products/tara-gum.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/1280x1280/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1
https://www.fda.gov/media/178582/download"
CH,★★★★★,SWITZERLAND,MILK,672,PI-ING-000236,YES,MILK-GTIN-7610900041589,Prima Vollmilch UHT 3.5% 1L Tetra Base,Prima,1 L Tetra Base; jednostka konsumencka w zgrzewce 12 x 1 L,7610900041589,TEXT,OK,NO,CH,KANDYDAT_PR,emmi-food-service.ch,DIRECT_SITE_UNCLASSIFIED,"https://www.emmi-food-service.ch/dam/jcr:5fc3bd05-f1c4-4744-a604-870057e1b92b/1140855_prima-vollmilch_12x1l.2024-11-19-13-02-57.pdf
https://www.emmi-food-service.ch/che/de/genusswelten/milch-nachhaltigkeit/produktdetailseiten/prima-vollmilch
https://ofrex.ch/products/1647201013"
CH,★★★★★,SWITZERLAND,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-7613269880585,Valflora Vollrahm UHT 35% 250 ml,Valflora,250 ml,7613269880585,TEXT,OK,NO,CH,KANDYDAT_PR,migipedia.migros.ch,DIRECT_SITE_UNCLASSIFIED,"https://migipedia.migros.ch/de/valflora-vollrahm-35-milchfett-uht-204111300000?community=details
https://migipedia.migros.ch/de/valflora-vollrahm-35-milchfett-uht-204111300000?community=details&message.id=1192594
https://www.migros.ch/en/product/204111300000"
CH,★★★★★,SWITZERLAND,SMP,35,PI-ING-000270,YES,SMP-CH-SKU,Coop Magermilchpulver 350 g,Coop,350 g,,,,,,WYMAGA_GTIN,coop.ch,DIRECT_SITE_UNCLASSIFIED,https://www.coop.ch/de/lebensmittel/milchprodukte-eier/milch/spezialmilch/magermilchpulver/p/3080756
CH,★★★★★,SWITZERLAND,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
CH,★★★★★,SWITZERLAND,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-07640153565938,Dextrose Pulver Neutral 1000 g,Lee-Sport®,1000 g,7640153565938,TEXT,OK,NO,CH,KANDYDAT_PR,whey-protein.ch,DIRECT_SITE_UNCLASSIFIED,"https://whey-protein.ch/products/dextrose-pulver
https://whey-protein.ch/products/dextrose-pulver.js"
CH,★★★★★,SWITZERLAND,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
SE,★★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-5709310050303,"Arla Sødmælk / Mjölk 3,5% UHT 1 L",Arla,1 L carton with screw cap,5709310050303,TEXT,OK,NO,DK,KANDYDAT_PR,chefsculinar.se,DIRECT_SITE_UNCLASSIFIED,"https://www.chefsculinar.se/sv-se/mat-and-dryck/mejeri-and-gg/mj-lk/mj-lk-3-5-uht-1l-34231043
https://danfoods.dk/wp-content/uploads/data-sheets/700000/700000%20S%C3%98DM%C3%86LK%20UHT%20ARLA%201L%2088508.pdf"
SE,★★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-7311043021192,DairyFood Grädde Lång Hållbarhet 30% 2.5 dl,DairyFood,250 ml,7311043021192,TEXT,OK,NO,SE,KANDYDAT_PR,delitea.se,DIRECT_SITE_UNCLASSIFIED,https://www.delitea.se/dairy-food-gradde-lang-hallbarhet-30-25dl
SE,★★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-07310100318985,"Semper Mjölkpulver till bak, mat och dryck 480 g",Semper,480 g,7310100318985,TEXT,OK,NO,SE,KANDYDAT_PR,dabas.com,DIRECT_SITE_UNCLASSIFIED,"https://www.dabas.com/productsheet/07310100318985
https://www.mathem.se/se/products/10879-semper-mjolkpulver-fettfri/
https://www.martinservera.se/produkter/633057/torrmjolk-fettfri-480g"
SE,★★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
SE,★★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-05709286720064,Urtegaarden Druvsocker 500 g,Urtegaarden,500 g,5709286720064,TEXT,OK,NO,DK,WYMAGA_ETYKIETY,med24.se,DIRECT_SITE_UNCLASSIFIED,"https://www.med24.se/matvaror/socker-sirap-honung/druvsocker/urtegaarden-druvsocker-500-g
https://www.helsebixen.dk/shop/urtegaarden-druesukker.html
https://www.med24.dk/mad-og-drikke/madvarer/sukker-sirup-honning-mm/druesukker/urtegaarden-druesukker-500-g
https://www.cchobby.dk/druesukker-500-g-1-ps"
SE,★★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
GB,★★★★★,UNITED_KINGDOM,MILK,672,PI-ING-000236,YES,MILK-GTIN-5000181024050,Arla Cravendale Whole Milk 2L,Arla Cravendale,"2 L butelka, świeże filtrowane mleko",5000181024050,TEXT,OK,NO,GB,KANDYDAT_PR,arlafoods.co.uk,DIRECT_SITE_UNCLASSIFIED,https://www.arlafoods.co.uk/brands/arla-cravendale/cravendale-whole-milk-2l/
GB,★★★★★,UNITED_KINGDOM,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5900820000455,Łaciata Śmietanka UHT 30% 500 ml,Łaciata,500 ml,5900820000455,TEXT,OK,NO,PL,KANDYDAT_PR,mlekpol.com.pl,DIRECT_SITE_UNCLASSIFIED,"https://mlekpol.com.pl/index.php/en/produkt/laciata-uht-cream-30/
https://leclerc.com.pl/laciata-smietanka-30
https://uk.foodplus.eu/en_GB/p/UHT-Laciata-30-Cream-500ml-Mlekpol/26418"
